motif	human_ensembl_gene_id	mouse_ensembl_gene_id	mouse_gene_name
Sorcs1	ENSG00000108018	ENSMUSG00000043531	Sorcs1
Sorcs2	ENSG00000184985	ENSMUSG00000029093	Sorcs2
Sorcs3	ENSG00000156395	ENSMUSG00000063434	Sorcs3
Sorl1	ENSG00000137642	ENSMUSG00000049313	Sorl1
Sostdc1	ENSG00000171243	ENSMUSG00000036169	Sostdc1
Sox2ot	NA	ENSMUSG00000105265	Sox2ot
Sp100	ENSG00000079263	ENSMUSG00000026222	Sp100
Spag16	ENSG00000144451	ENSMUSG00000053153	Spag16
Spag17	ENSG00000155761	ENSMUSG00000027867	Spag17
Spag5	ENSG00000076382	ENSMUSG00000002055	Spag5
Sparc	ENSG00000113140	ENSMUSG00000018593	Sparc
Sparcl1	ENSG00000152583	ENSMUSG00000029309	Sparcl1
Spata1	ENSG00000122432	ENSMUSG00000028188	Spata1
Spata13	ENSG00000182957	ENSMUSG00000021990	Spata13
Spata6	ENSG00000132122	ENSMUSG00000034401	Spata6
Spats2	ENSG00000123352	ENSMUSG00000051934	Spats2
Spats2l	ENSG00000196141	ENSMUSG00000038305	Spats2l
Spc25	ENSG00000152253	ENSMUSG00000005233	Spc25
Spcs1	ENSG00000114902	ENSMUSG00000021917	Spcs1
Spcs2	ENSG00000118363	ENSMUSG00000035227	Spcs2
Spcs3	ENSG00000129128	ENSMUSG00000054408	Spcs3
Spdl1	ENSG00000040275	ENSMUSG00000069910	Spdl1
Specc1	ENSG00000128487	ENSMUSG00000042331	Specc1
Sphkap	ENSG00000153820	ENSMUSG00000026163	Sphkap
Spidr	ENSG00000164808	ENSMUSG00000041974	Spidr
Spink10	ENSG00000204909	ENSMUSG00000044176	Spink10
Spink2	ENSG00000128040	ENSMUSG00000053030	Spink2
Spint2	ENSG00000167642	ENSMUSG00000074227	Spint2
Spire1	ENSG00000134278	ENSMUSG00000024533	Spire1
Spock1	ENSG00000152377	ENSMUSG00000056222	Spock1
Spock3	ENSG00000196104	ENSMUSG00000054162	Spock3
Spon1	ENSG00000262655	ENSMUSG00000038156	Spon1
Spred1	ENSG00000166068	ENSMUSG00000027351	Spred1
Spred2	ENSG00000198369	ENSMUSG00000045671	Spred2
Spry2	ENSG00000136158	ENSMUSG00000022114	Spry2
Spry4	ENSG00000187678	ENSMUSG00000024427	Spry4
Spsb4	ENSG00000175093	ENSMUSG00000046997	Spsb4
Sptb	ENSG00000070182	ENSMUSG00000021061	Sptb
Sqle	ENSG00000104549	ENSMUSG00000022351	Sqle
Srek1ip1	ENSG00000153006	ENSMUSG00000021716	Srek1ip1
Srgap1	ENSG00000196935	ENSMUSG00000020121	Srgap1
Srgap3	ENSG00000196220	ENSMUSG00000030257	Srgap3
Srl	ENSG00000185739	ENSMUSG00000022519	Srl
Srp14	ENSG00000140319	ENSMUSG00000009549	Srp14
Srp9	ENSG00000143742	ENSMUSG00000026511	Srp9
Srprb	ENSG00000144867	ENSMUSG00000032553	Srprb
Srsf1	ENSG00000136450	ENSMUSG00000018379	Srsf1
Srsf10	ENSG00000188529	ENSMUSG00000028676	Srsf10
Srsf11	ENSG00000116754	ENSMUSG00000055436	Srsf11
Srsf2	ENSG00000161547	ENSMUSG00000034120	Srsf2
Srsf3	ENSG00000112081	ENSMUSG00000071172	Srsf3
Srsf5	ENSG00000100650	ENSMUSG00000021134	Srsf5
Srsf6	ENSG00000124193	ENSMUSG00000016921	Srsf6
Srsf7	ENSG00000115875	ENSMUSG00000024097	Srsf7
Ssb	ENSG00000138385	ENSMUSG00000068882	Ssb
Ssbp2	ENSG00000145687	ENSMUSG00000003992	Ssbp2
Ssh2	ENSG00000141298	ENSMUSG00000037926	Ssh2
Ssna1	ENSG00000176101	ENSMUSG00000026966	Ssna1
Ssr1	ENSG00000124783	ENSMUSG00000021427	Ssr1
Ssr2	ENSG00000163479	ENSMUSG00000041355	Ssr2
Ssr3	ENSG00000114850	ENSMUSG00000027828	Ssr3
Ssr4	ENSG00000180879	ENSMUSG00000002014	Ssr4
Ssrp1	ENSG00000149136	ENSMUSG00000027067	Ssrp1
St3gal4	ENSG00000110080	ENSMUSG00000032038	St3gal4
St3gal6	ENSG00000064225	ENSMUSG00000022747	St3gal6
St6gal1	ENSG00000073849	ENSMUSG00000022885	St6gal1
St6gal2	ENSG00000144057	ENSMUSG00000024172	St6gal2
St6galnac3	ENSG00000184005	ENSMUSG00000052544	St6galnac3
St6galnac5	ENSG00000117069	ENSMUSG00000039037	St6galnac5
St7	ENSG00000004866	ENSMUSG00000029534	St7
St8sia1	ENSG00000111728	ENSMUSG00000030283	St8sia1
St8sia2	ENSG00000140557	ENSMUSG00000025789	St8sia2
St8sia4	ENSG00000113532	ENSMUSG00000040710	St8sia4
Stac	ENSG00000144681	ENSMUSG00000032502	Stac
Stambpl1	ENSG00000138134	ENSMUSG00000024776	Stambpl1
Stard4	ENSG00000164211	ENSMUSG00000024378	Stard4
Stard5	ENSG00000172345	ENSMUSG00000046027	Stard5
Stard7	ENSG00000084090	ENSMUSG00000027367	Stard7
Stard8	ENSG00000130052	ENSMUSG00000031216	Stard8
Stard9	NA	ENSMUSG00000033705	Stard9
Stau2	ENSG00000040341	ENSMUSG00000025920	Stau2
Stim1	ENSG00000167323	ENSMUSG00000030987	Stim1
Stim2	ENSG00000109689	ENSMUSG00000039156	Stim2
Stk10	ENSG00000072786	ENSMUSG00000020272	Stk10
Stk26	ENSG00000134602	ENSMUSG00000031112	Stk26
Stk32b	ENSG00000152953	ENSMUSG00000029123	Stk32b
Stk38l	ENSG00000211455	ENSMUSG00000001630	Stk38l
Stk39	ENSG00000198648	ENSMUSG00000027030	Stk39
Stk4	ENSG00000101109	ENSMUSG00000018209	Stk4
Stmn1	ENSG00000117632	ENSMUSG00000028832	Stmn1
Stoml2	ENSG00000165283	ENSMUSG00000028455	Stoml2
Stox2	ENSG00000173320	ENSMUSG00000038143	Stox2
Strap	ENSG00000023734	ENSMUSG00000030224	Strap
Stub1	ENSG00000103266	ENSMUSG00000039615	Stub1
Stx17	ENSG00000136874	ENSMUSG00000061455	Stx17
Stx18	ENSG00000168818	ENSMUSG00000029125	Stx18
Stx2	ENSG00000111450	ENSMUSG00000029428	Stx2
Stx8	ENSG00000170310	ENSMUSG00000020903	Stx8
Stxbp5	ENSG00000164506	ENSMUSG00000019790	Stxbp5
Stxbp6	ENSG00000168952	ENSMUSG00000046314	Stxbp6
Styk1	ENSG00000060140	ENSMUSG00000032899	Styk1
Styxl1	ENSG00000127952	ENSMUSG00000019178	Styxl1
Sub1	ENSG00000113387	ENSMUSG00000022205	Sub1
Suclg1	ENSG00000163541	ENSMUSG00000052738	Suclg1
Suclg2	ENSG00000172340	ENSMUSG00000061838	Suclg2
Sugct	ENSG00000175600	ENSMUSG00000055137	Sugct
Sulf1	ENSG00000137573	ENSMUSG00000016918	Sulf1
Sumo1	ENSG00000116030	ENSMUSG00000026021	Sumo1
Sumo3	ENSG00000184900	ENSMUSG00000020265	Sumo3
Supt3	ENSG00000196284	ENSMUSG00000038954	Supt3
Surf4	ENSG00000148248	ENSMUSG00000014867	Surf4
Susd6	ENSG00000100647	ENSMUSG00000021133	Susd6
Suv39h2	ENSG00000152455	ENSMUSG00000026646	Suv39h2
Svep1	ENSG00000165124	ENSMUSG00000028369	Svep1
Svil	ENSG00000197321	ENSMUSG00000024236	Svil
Swt1	ENSG00000116668	ENSMUSG00000052748	Swt1
Syce2	ENSG00000161860	ENSMUSG00000003824	Syce2
Syf2	ENSG00000117614	ENSMUSG00000028821	Syf2
Syn3	ENSG00000185666	ENSMUSG00000059602	Syn3
Syndig1	ENSG00000101463	ENSMUSG00000074736	Syndig1
Syne1	ENSG00000131018	ENSMUSG00000096054	Syne1
Syne2	ENSG00000054654	ENSMUSG00000063450	Syne2
Synj1	ENSG00000159082	ENSMUSG00000022973	Synj1
Synpo	ENSG00000171992	ENSMUSG00000043079	Synpo
Synpo2	ENSG00000172403	ENSMUSG00000050315	Synpo2
Synpr	ENSG00000163630	ENSMUSG00000056296	Synpr
Syt1	ENSG00000067715	ENSMUSG00000035864	Syt1
Syt16	ENSG00000139973	ENSMUSG00000044912	Syt16
Syt6	ENSG00000134207	ENSMUSG00000027849	Syt6
Syt9	ENSG00000170743	ENSMUSG00000062542	Syt9
Sytl3	ENSG00000164674	ENSMUSG00000041831	Sytl3
Syvn1	ENSG00000162298	ENSMUSG00000024807	Syvn1
Tacc1	ENSG00000147526	ENSMUSG00000065954	Tacc1
Tacc3	ENSG00000013810	ENSMUSG00000037313	Tacc3
Tada1	ENSG00000152382	ENSMUSG00000026563	Tada1
Taf12	ENSG00000120656	ENSMUSG00000028899	Taf12
Taf1d	ENSG00000166012	ENSMUSG00000031939	Taf1d
Taf4b	ENSG00000141384	ENSMUSG00000054321	Taf4b
Taf5	ENSG00000148835	ENSMUSG00000025049	Taf5
Tagap1	ENSG00000164691	ENSMUSG00000052031	Tagap1
Tanc1	ENSG00000115183	ENSMUSG00000035168	Tanc1
Tanc2	ENSG00000170921	ENSMUSG00000053580	Tanc2
Tango2	ENSG00000183597	ENSMUSG00000013539	Tango2
Tardbp	ENSG00000120948	ENSMUSG00000041459	Tardbp
Tax1bp1	ENSG00000106052	ENSMUSG00000004535	Tax1bp1
Tbc1d12	ENSG00000108239	ENSMUSG00000048720	Tbc1d12
Tbc1d4	ENSG00000136111	ENSMUSG00000033083	Tbc1d4
Tbc1d5	ENSG00000131374	ENSMUSG00000023923	Tbc1d5
Tbc1d9	ENSG00000109436	ENSMUSG00000031709	Tbc1d9
Tbca	ENSG00000171530	ENSMUSG00000042043	Tbca
Tbpl1	ENSG00000028839	ENSMUSG00000071359	Tbpl1
Tbrg4	ENSG00000136270	ENSMUSG00000000384	Tbrg4
Tbx3os1	NA	ENSMUSG00000087516	Tbx3os1
Tcaf1	ENSG00000198420	ENSMUSG00000036667	Tcaf1
Tceal8	ENSG00000180964	ENSMUSG00000051579	Tceal8
Tcerg1l	ENSG00000176769	ENSMUSG00000091002	Tcerg1l
Tcp1	ENSG00000120438	ENSMUSG00000068039	Tcp1
Tcte2	NA	ENSMUSG00000038347	Tcte2
Tctn2	ENSG00000168778	ENSMUSG00000118662	Tctn2
Tdp2	ENSG00000111802	ENSMUSG00000035958	Tdp2
Tenm1	ENSG00000009694	ENSMUSG00000016150	Tenm1
Tenm2	ENSG00000145934	ENSMUSG00000049336	Tenm2
Tenm3	ENSG00000218336	ENSMUSG00000031561	Tenm3
Tenm4	ENSG00000149256	ENSMUSG00000048078	Tenm4
Terb1	ENSG00000249961	ENSMUSG00000052616	Terb1
Terf1	ENSG00000147601	ENSMUSG00000025925	Terf1
Terf2ip	ENSG00000166848	ENSMUSG00000033430	Terf2ip
Tes	ENSG00000135269	ENSMUSG00000029552	Tes
Tesk2	ENSG00000070759	ENSMUSG00000033985	Tesk2
Tex10	ENSG00000136891	ENSMUSG00000028345	Tex10
Tex14	ENSG00000121101	ENSMUSG00000010342	Tex14
Tex15	ENSG00000133863	ENSMUSG00000009628	Tex15
Tex30	ENSG00000151287	ENSMUSG00000026049	Tex30
Tfb1m	ENSG00000029639	ENSMUSG00000036983	Tfb1m
Tfb2m	ENSG00000162851	ENSMUSG00000026492	Tfb2m
Tfdp2	ENSG00000114126	ENSMUSG00000032411	Tfdp2
Tfpi	ENSG00000003436	ENSMUSG00000027082	Tfpi
Tfrc	ENSG00000072274	ENSMUSG00000022797	Tfrc
Tgfb2	ENSG00000092969	ENSMUSG00000039239	Tgfb2
Tgfbi	ENSG00000120708	ENSMUSG00000035493	Tgfbi
Tgfbr1	ENSG00000106799	ENSMUSG00000007613	Tgfbr1
Tgfbr2	ENSG00000163513	ENSMUSG00000032440	Tgfbr2
Tgfbr3	ENSG00000069702	ENSMUSG00000029287	Tgfbr3
Thbs1	ENSG00000137801	ENSMUSG00000040152	Thbs1
Thbs3	ENSG00000169231	ENSMUSG00000028047	Thbs3
Them7	NA	ENSMUSG00000055312	Them7
Thoc1	ENSG00000079134	ENSMUSG00000024287	Thoc1
Thoc7	ENSG00000163634	ENSMUSG00000053453	Thoc7
Thsd4	ENSG00000187720	ENSMUSG00000032289	Thsd4
Thsd7a	ENSG00000005108	ENSMUSG00000032625	Thsd7a
Thsd7b	ENSG00000144229	ENSMUSG00000042581	Thsd7b
Thumpd1	ENSG00000066654	ENSMUSG00000030942	Thumpd1
Thumpd3	ENSG00000134077	ENSMUSG00000030264	Thumpd3
Tiam1	ENSG00000156299	ENSMUSG00000002489	Tiam1
Tiam2	ENSG00000146426	ENSMUSG00000023800	Tiam2
Ticrr	ENSG00000140534	ENSMUSG00000046591	Ticrr
Timm13	ENSG00000099800	ENSMUSG00000020219	Timm13
Timm21	ENSG00000075336	ENSMUSG00000024645	Timm21
Timm22	ENSG00000177370	ENSMUSG00000020843	Timm22
Timm8b	ENSG00000150779	ENSMUSG00000039016	Timm8b
Timp3	ENSG00000100234	ENSMUSG00000020044	Timp3
Tiparp	ENSG00000163659	ENSMUSG00000034640	Tiparp
Tipin	ENSG00000075131	ENSMUSG00000032397	Tipin
Tjp1	ENSG00000104067	ENSMUSG00000030516	Tjp1
Tjp2	ENSG00000119139	ENSMUSG00000024812	Tjp2
Tkt	ENSG00000163931	ENSMUSG00000021957	Tkt
Tle1	ENSG00000196781	ENSMUSG00000008305	Tle1
Tle2	ENSG00000065717	ENSMUSG00000034771	Tle2
Tle4	ENSG00000106829	ENSMUSG00000024642	Tle4
Tll1	ENSG00000038295	ENSMUSG00000053626	Tll1
Tln2	ENSG00000171914	ENSMUSG00000052698	Tln2
Tm2d2	ENSG00000169490	ENSMUSG00000031556	Tm2d2
Tm2d3	ENSG00000184277	ENSMUSG00000078681	Tm2d3
Tm9sf3	ENSG00000077147	ENSMUSG00000025016	Tm9sf3
Tma16	ENSG00000198498	ENSMUSG00000025591	Tma16
Tma7	ENSG00000232112	ENSMUSG00000091537	Tma7
Tmbim4	ENSG00000155957	ENSMUSG00000020225	Tmbim4
Tmc1	ENSG00000165091	ENSMUSG00000024749	Tmc1
Tmcc1	ENSG00000172765	ENSMUSG00000030126	Tmcc1
Tmcc3	ENSG00000057704	ENSMUSG00000020023	Tmcc3
Tmco1	ENSG00000143183	ENSMUSG00000052428	Tmco1
Tmed10	ENSG00000170348	ENSMUSG00000021248	Tmed10
Tmed2	ENSG00000086598	ENSMUSG00000029390	Tmed2
Tmed4	ENSG00000158604	ENSMUSG00000004394	Tmed4
Tmed5	ENSG00000117500	ENSMUSG00000063406	Tmed5
Tmed7	ENSG00000134970	ENSMUSG00000033184	Tmed7
Tmed8	ENSG00000100580	ENSMUSG00000034111	Tmed8
Tmed9	ENSG00000184840	ENSMUSG00000058569	Tmed9
Tmeff1	ENSG00000241697	ENSMUSG00000028347	Tmeff1
Tmeff2	ENSG00000144339	ENSMUSG00000026109	Tmeff2
Tmem100	ENSG00000166292	ENSMUSG00000069763	Tmem100
Tmem108	ENSG00000144868	ENSMUSG00000042757	Tmem108
Tmem109	ENSG00000110108	ENSMUSG00000034659	Tmem109
Tmem117	ENSG00000139173	ENSMUSG00000063296	Tmem117
Tmem120b	ENSG00000188735	ENSMUSG00000054434	Tmem120b
Tmem123	ENSG00000152558	ENSMUSG00000050912	Tmem123
Tmem126a	ENSG00000171202	ENSMUSG00000030615	Tmem126a
Tmem127	ENSG00000135956	ENSMUSG00000034850	Tmem127
Tmem132b	ENSG00000139364	ENSMUSG00000070498	Tmem132b
Tmem132c	ENSG00000181234	ENSMUSG00000034324	Tmem132c
Tmem132cos	NA	ENSMUSG00000087104	Tmem132cos
Tmem132d	ENSG00000151952	ENSMUSG00000034310	Tmem132d
Tmem135	ENSG00000166575	ENSMUSG00000039428	Tmem135
Tmem147	ENSG00000105677	ENSMUSG00000006315	Tmem147
Tmem14c	ENSG00000111843	ENSMUSG00000021361	Tmem14c
Tmem161a	ENSG00000064545	ENSMUSG00000002342	Tmem161a
Tmem163	ENSG00000152128	ENSMUSG00000026347	Tmem163
Tmem164	ENSG00000157600	ENSMUSG00000047045	Tmem164
Tmem167	ENSG00000174695	ENSMUSG00000012422	Tmem167
Tmem170	ENSG00000166822	ENSMUSG00000031953	Tmem170
Tmem178	ENSG00000152154	ENSMUSG00000024245	Tmem178
Tmem178b	ENSG00000261115	ENSMUSG00000057716	Tmem178b
Tmem183a	ENSG00000163444	ENSMUSG00000042305	Tmem183a
Tmem199	ENSG00000244045	ENSMUSG00000051232	Tmem199
Tmem200a	ENSG00000164484	ENSMUSG00000049420	Tmem200a
Tmem208	ENSG00000168701	ENSMUSG00000014856	Tmem208
Tmem209	ENSG00000146842	ENSMUSG00000029782	Tmem209
Tmem218	ENSG00000150433	ENSMUSG00000032121	Tmem218
Tmem237	ENSG00000155755	ENSMUSG00000038079	Tmem237
Tmem241	ENSG00000134490	ENSMUSG00000049411	Tmem241
Tmem242	ENSG00000215712	ENSMUSG00000004945	Tmem242
Tmem256	ENSG00000205544	ENSMUSG00000070394	Tmem256
Tmem258	ENSG00000134825	ENSMUSG00000036372	Tmem258
Tmem26	ENSG00000196932	ENSMUSG00000060044	Tmem26
Tmem260	ENSG00000070269	ENSMUSG00000036339	Tmem260
Tmem30a	ENSG00000112697	ENSMUSG00000032328	Tmem30a
Tmem33	ENSG00000109133	ENSMUSG00000037720	Tmem33
Tmem43	ENSG00000170876	ENSMUSG00000030095	Tmem43
Tmem45a	ENSG00000181458	ENSMUSG00000022754	Tmem45a
Tmem47	ENSG00000147027	ENSMUSG00000025666	Tmem47
Tmem50b	ENSG00000142188	ENSMUSG00000022964	Tmem50b
Tmem51	ENSG00000171729	ENSMUSG00000040616	Tmem51
Tmem65	ENSG00000164983	ENSMUSG00000062373	Tmem65
Tmem80	ENSG00000177042	ENSMUSG00000025505	Tmem80
Tmem97	ENSG00000109084	ENSMUSG00000037278	Tmem97
Tmf1	ENSG00000144747	ENSMUSG00000030059	Tmf1
Tmod3	ENSG00000138594	ENSMUSG00000058587	Tmod3
Tmpo	ENSG00000120802	ENSMUSG00000019961	Tmpo
Tmsb10	NA	ENSMUSG00000079523	Tmsb10
Tmsb4x	ENSG00000205542	ENSMUSG00000049775	Tmsb4x
Tmtc1	ENSG00000133687	ENSMUSG00000030306	Tmtc1
Tmtc2	ENSG00000179104	ENSMUSG00000036019	Tmtc2
Tmx1	ENSG00000139921	ENSMUSG00000021072	Tmx1
Tmx4	ENSG00000125827	ENSMUSG00000034723	Tmx4
Tnc	ENSG00000041982	ENSMUSG00000028364	Tnc
Tnfaip6	ENSG00000123610	ENSMUSG00000053475	Tnfaip6
Tnfaip8	ENSG00000145779	ENSMUSG00000062210	Tnfaip8
Tnfrsf19	ENSG00000127863	ENSMUSG00000060548	Tnfrsf19
Tnfrsf21	ENSG00000146072	ENSMUSG00000023915	Tnfrsf21
Tnik	ENSG00000154310	ENSMUSG00000027692	Tnik
Tnrc6a	ENSG00000090905	ENSMUSG00000052707	Tnrc6a
Tns3	ENSG00000136205	ENSMUSG00000020422	Tns3
Tom1l1	ENSG00000141198	ENSMUSG00000020541	Tom1l1
Tom1l2	ENSG00000175662	ENSMUSG00000000538	Tom1l2
Tomm22	ENSG00000100216	ENSMUSG00000022427	Tomm22
Tomm5	NA	ENSMUSG00000078713	Tomm5
Tomm7	ENSG00000196683	ENSMUSG00000028998	Tomm7
Top1	ENSG00000198900	ENSMUSG00000070544	Top1
Top2a	ENSG00000131747	ENSMUSG00000020914	Top2a
Topbp1	ENSG00000163781	ENSMUSG00000032555	Topbp1
Topors	ENSG00000197579	ENSMUSG00000036822	Topors
Tor1a	ENSG00000136827	ENSMUSG00000026849	Tor1a
Tox	ENSG00000198846	ENSMUSG00000041272	Tox
Tox3	ENSG00000103460	ENSMUSG00000043668	Tox3
Tpcn2	ENSG00000162341	ENSMUSG00000048677	Tpcn2
Tpd52l1	ENSG00000111907	ENSMUSG00000000296	Tpd52l1
Tpi1	ENSG00000111669	ENSMUSG00000023456	Tpi1
Tpk1	ENSG00000196511	ENSMUSG00000029735	Tpk1
Tpm1	ENSG00000140416	ENSMUSG00000032366	Tpm1
Tpm4	ENSG00000167460	ENSMUSG00000031799	Tpm4
Tpp1	ENSG00000166340	ENSMUSG00000030894	Tpp1
Tpr	ENSG00000047410	ENSMUSG00000006005	Tpr
Tpt1	NA	ENSMUSG00000060126	Tpt1
Tpx2	ENSG00000088325	ENSMUSG00000027469	Tpx2
Tra2b	ENSG00000136527	ENSMUSG00000022858	Tra2b
Trabd2b	ENSG00000269113	ENSMUSG00000070867	Trabd2b
Trafd1	ENSG00000135148	ENSMUSG00000042726	Trafd1
Traip	ENSG00000183763	ENSMUSG00000032586	Traip
Tram1	ENSG00000067167	ENSMUSG00000025935	Tram1
Trappc1	ENSG00000170043	ENSMUSG00000049299	Trappc1
Trappc6b	ENSG00000182400	ENSMUSG00000020993	Trappc6b
Trappc9	ENSG00000167632	ENSMUSG00000047921	Trappc9
Trerf1	ENSG00000124496	ENSMUSG00000064043	Trerf1
Trhde	ENSG00000072657	ENSMUSG00000050663	Trhde
Trib2	ENSG00000071575	ENSMUSG00000020601	Trib2
Tril	ENSG00000255690	ENSMUSG00000043496	Tril
Trim11	ENSG00000154370	ENSMUSG00000020455	Trim11
Trim2	ENSG00000109654	ENSMUSG00000027993	Trim2
Trim27	ENSG00000204713	ENSMUSG00000021326	Trim27
Trim28	ENSG00000130726	ENSMUSG00000005566	Trim28
Trim37	ENSG00000108395	ENSMUSG00000018548	Trim37
Trim59	ENSG00000213186	ENSMUSG00000034317	Trim59
Trim71	ENSG00000206557	ENSMUSG00000079259	Trim71
Trim8	ENSG00000171206	ENSMUSG00000025034	Trim8
Trip4	ENSG00000103671	ENSMUSG00000032386	Trip4
Triqk	ENSG00000205133	ENSMUSG00000055963	Triqk
Trmt10a	ENSG00000145331	ENSMUSG00000004127	Trmt10a
Trmt10c	ENSG00000174173	ENSMUSG00000044763	Trmt10c
Trmt61b	NA	ENSMUSG00000085492	Trmt61b
Trnau1ap	ENSG00000180098	ENSMUSG00000028898	Trnau1ap
Trnt1	ENSG00000072756	ENSMUSG00000013736	Trnt1
Tro	ENSG00000067445	ENSMUSG00000025272	Tro
Trp53inp1	ENSG00000164938	ENSMUSG00000028211	Trp53inp1
Trpc1	ENSG00000144935	ENSMUSG00000032839	Trpc1
Trpc3	ENSG00000138741	ENSMUSG00000027716	Trpc3
Trpc4	ENSG00000133107	ENSMUSG00000027748	Trpc4
Trpc5	ENSG00000072315	ENSMUSG00000041710	Trpc5
Trpm3	ENSG00000083067	ENSMUSG00000052387	Trpm3
Trps1	ENSG00000104447	ENSMUSG00000038679	Trps1
Tsc22d2	ENSG00000196428	ENSMUSG00000027806	Tsc22d2
Tsen34	ENSG00000170892	ENSMUSG00000035585	Tsen34
Tsfm	ENSG00000123297	ENSMUSG00000040521	Tsfm
Tsga10	ENSG00000135951	ENSMUSG00000060771	Tsga10
Tshz1	ENSG00000179981	ENSMUSG00000046982	Tshz1
Tshz2	ENSG00000182463	ENSMUSG00000047907	Tshz2
Tshz3	ENSG00000121297	ENSMUSG00000021217	Tshz3
Tspan11	ENSG00000110900	ENSMUSG00000030351	Tspan11
Tspan12	ENSG00000106025	ENSMUSG00000029669	Tspan12
Tspan18	ENSG00000157570	ENSMUSG00000027217	Tspan18
Tspan2	ENSG00000134198	ENSMUSG00000027858	Tspan2
Tspan3	ENSG00000140391	ENSMUSG00000032324	Tspan3
Tspan31	ENSG00000135452	ENSMUSG00000006736	Tspan31
Tspan5	ENSG00000168785	ENSMUSG00000028152	Tspan5
Tspan6	ENSG00000000003	ENSMUSG00000067377	Tspan6
Tspan7	ENSG00000156298	ENSMUSG00000058254	Tspan7
Tsr1	ENSG00000167721	ENSMUSG00000038335	Tsr1
Ttc14	ENSG00000163728	ENSMUSG00000027677	Ttc14
Ttf2	ENSG00000116830	ENSMUSG00000033222	Ttf2
Ttk	ENSG00000112742	ENSMUSG00000038379	Ttk
Ttll12	ENSG00000100304	ENSMUSG00000016757	Ttll12
Ttll4	ENSG00000135912	ENSMUSG00000033257	Ttll4
Ttll7	ENSG00000137941	ENSMUSG00000036745	Ttll7
Ttn	ENSG00000155657	ENSMUSG00000051747	Ttn
Tuba1a	ENSG00000167552	ENSMUSG00000072235	Tuba1a
Tuba1b	ENSG00000123416	ENSMUSG00000023004	Tuba1b
Tubb5	ENSG00000196230	ENSMUSG00000001525	Tubb5
Tug1	ENSG00000253352	ENSMUSG00000056579	Tug1
Tulp3	ENSG00000078246	ENSMUSG00000001521	Tulp3
Twsg1	ENSG00000128791	ENSMUSG00000024098	Twsg1
Txn1	ENSG00000136810	ENSMUSG00000028367	Txn1
Txndc15	ENSG00000113621	ENSMUSG00000021497	Txndc15
Txndc16	ENSG00000087301	ENSMUSG00000021830	Txndc16
Txndc5	ENSG00000239264	ENSMUSG00000038991	Txndc5
Txnl1	ENSG00000091164	ENSMUSG00000024583	Txnl1
Txnrd1	ENSG00000198431	ENSMUSG00000020250	Txnrd1
Tyms	ENSG00000176890	ENSMUSG00000025747	Tyms
Uba5	ENSG00000081307	ENSMUSG00000032557	Uba5
Ubash3b	ENSG00000154127	ENSMUSG00000032020	Ubash3b
Ubb	ENSG00000170315	ENSMUSG00000019505	Ubb
Ubc	ENSG00000150991	ENSMUSG00000008348	Ubc
Ube2d1	ENSG00000072401	ENSMUSG00000019927	Ube2d1
Ube2e2	ENSG00000182247	ENSMUSG00000058317	Ube2e2
Ube2e3	ENSG00000170035	ENSMUSG00000027011	Ube2e3
Ube2h	ENSG00000186591	ENSMUSG00000039159	Ube2h
Ube2q1	ENSG00000160714	ENSMUSG00000042572	Ube2q1
Ube2q2	ENSG00000140367	ENSMUSG00000032307	Ube2q2
Ube2t	ENSG00000077152	ENSMUSG00000026429	Ube2t
Ube2z	ENSG00000159202	ENSMUSG00000014349	Ube2z
Ube3a	ENSG00000114062	ENSMUSG00000025326	Ube3a
Ube3b	ENSG00000151148	ENSMUSG00000029577	Ube3b
Ubfd1	ENSG00000103353	ENSMUSG00000030870	Ubfd1
Ubl3	ENSG00000122042	ENSMUSG00000001687	Ubl3
Ubl5	ENSG00000198258	ENSMUSG00000084786	Ubl5
Ublcp1	ENSG00000164332	ENSMUSG00000041231	Ublcp1
Ubn1	ENSG00000118900	ENSMUSG00000039473	Ubn1
Ubqln2	ENSG00000188021	ENSMUSG00000050148	Ubqln2
Ubqln4	ENSG00000160803	ENSMUSG00000008604	Ubqln4
Ubxn1	ENSG00000162191	ENSMUSG00000071655	Ubxn1
Uchl3	ENSG00000118939	ENSMUSG00000022111	Uchl3
Uchl5	ENSG00000116750	ENSMUSG00000018189	Uchl5
Uck2	ENSG00000143179	ENSMUSG00000026558	Uck2
Uevld	ENSG00000151116	ENSMUSG00000043262	Uevld
Ugdh	ENSG00000109814	ENSMUSG00000029201	Ugdh
Ugp2	ENSG00000169764	ENSMUSG00000001891	Ugp2
Uhrf1	ENSG00000276043	ENSMUSG00000001228	Uhrf1
Ulk2	ENSG00000083290	ENSMUSG00000004798	Ulk2
Unc13b	ENSG00000198722	ENSMUSG00000028456	Unc13b
Unc13c	ENSG00000137766	ENSMUSG00000062151	Unc13c
Unc50	ENSG00000115446	ENSMUSG00000026111	Unc50
Unc5b	ENSG00000107731	ENSMUSG00000020099	Unc5b
Unc5c	ENSG00000182168	ENSMUSG00000059921	Unc5c
Unc5d	ENSG00000156687	ENSMUSG00000063626	Unc5d
Ung	ENSG00000076248	ENSMUSG00000029591	Ung
Upf3b	ENSG00000125351	ENSMUSG00000036572	Upf3b
Upp2	ENSG00000007001	ENSMUSG00000026839	Upp2
Uqcc2	ENSG00000137288	ENSMUSG00000024208	Uqcc2
